Nome_Serie,Data_1_org_OPT,Data_2_org_OPT,Data_3_org_OPT,Data_4_org_OPT,Data_1_OPT,Data_2_OPT,Data_3_OPT,Data_4_OPT,ID_1_OPT,ID_2_OPT,ID_3_OPT,ID_4_OPT,Lat_Centro_OPT,Lon_Centro_OPT,MGRS_Tile_OPT,EPSG_OPT
EMSR264_16_38KND_x521065_y7820925_S2L2A,2017-12-05T07:12:09.027000Z,2017-12-25T07:12:09.027000Z,2018-01-09T07:12:11.026000Z,2018-01-29T07:12:11.026000Z,NaN,2016-12-15,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20161215T071212_20161215T071431_T38KND,NaN,NaN,-19.718544902790498,45.21318812186714,N/A,EPSG:32738
EMSR422_1_31TDG_x461085_y4650895_S2L2A,2019-11-24T10:43:29.024000Z,2020-01-08T10:44:21.024000Z,2020-01-23T10:42:29.024000Z,2020-02-22T10:39:39.024000Z,2018-11-24,2018-12-29,NaN,2019-02-12,COPERNICUS/S2_SR_HARMONIZED/20181124T104341_20181124T104422_T31TDG,COPERNICUS/S2_SR_HARMONIZED/20181229T104439_20181229T104438_T31TDG,NaN,COPERNICUS/S2_SR_HARMONIZED/20190212T104141_20190212T104426_T31TDG,41.99769329581094,2.545524273515077,N/A,EPSG:32631
EMSR424_3_38KPG_x696535_y8176715_S2L2A,2019-12-05T07:11:59.024000Z,2020-01-14T07:11:59.024000Z,2020-02-08T07:12:01.024000Z,2020-03-09T07:12:01.024000Z,NaN,2019-01-04,2019-02-13,2019-02-28,NaN,COPERNICUS/S2_SR_HARMONIZED/20190104T071201_20190104T071325_T38KPG,COPERNICUS/S2_SR_HARMONIZED/20190213T071201_20190213T071338_T38KPG,COPERNICUS/S2_SR_HARMONIZED/20190228T071209_20190228T071206_T38KPG,-16.494644747857947,46.853192902164245,N/A,EPSG:32738
EMSR229_5_15RUP_x378665_y3315775_S2L2A,2017-07-08T16:53:09.027000Z,2017-07-28T16:48:59.027000Z,2017-09-06T16:48:49.027000Z,2017-10-01T16:53:11.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.955451350673076,-94.24421515174612,N/A,EPSG:32615
EMSR407_2_30UXE_x656725_y5905445_S2L2A,2019-09-19T11:07:21.024000Z,2019-10-17T11:21:19.024000Z,2019-11-13T11:12:19.025000Z,2019-11-18T11:13:41.024000Z,2018-09-27,2018-10-09,2018-11-13,2018-11-13,COPERNICUS/S2_SR_HARMONIZED/20180927T112111_20180927T112330_T30UXE,COPERNICUS/S2_SR_HARMONIZED/20181009T110939_20181009T110942_T30UXE,COPERNICUS/S2_SR_HARMONIZED/20181113T111311_20181113T111438_T30UXE,COPERNICUS/S2_SR_HARMONIZED/20181113T111311_20181113T111438_T30UXE,53.26321558296535,-0.6310468337173135,N/A,EPSG:32630
EMSR264_8_39KTU_x272935_y7853695_S2L2A,2017-11-07T07:02:31.026000Z,2017-12-22T07:02:19.027000Z,2018-01-06T07:02:31.026000Z,2018-01-31T07:02:29.027000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-19.409796814749477,48.84980126458458,N/A,EPSG:32739
EMSR779_3_33PVP_x491715_y1319385_S2L2A,2024-09-29T09:20:31.024000Z,2024-11-13T09:21:39.024000Z,2024-11-23T09:22:19.024000Z,2024-12-23T09:23:19.024000Z,2023-09-20,2023-11-04,2023-11-19,2023-12-14,COPERNICUS/S2_SR_HARMONIZED/20230920T091649_20230920T092654_T33PVP,COPERNICUS/S2_SR_HARMONIZED/20231104T092141_20231104T093603_T33PVP,COPERNICUS/S2_SR_HARMONIZED/20231119T092159_20231119T093231_T33PVP,COPERNICUS/S2_SR_HARMONIZED/20231214T092401_20231214T093628_T33PVP,11.923633369522653,14.935622903563532,N/A,EPSG:32633
EMSR352_1_39RTQ_x843765_y3443555_S2L2A,2019-02-20T07:29:39.024000Z,2019-03-02T07:28:29.024000Z,2019-04-08T07:16:19.024000Z,2019-04-11T07:26:19.024000Z,NaN,2018-03-02,2018-04-13,2018-04-13,NaN,COPERNICUS/S2_SR_HARMONIZED/20180302T072821_20180302T073721_T39RTQ,COPERNICUS/S2_SR_HARMONIZED/20180413T071619_20180413T072008_T39RTQ,COPERNICUS/S2_SR_HARMONIZED/20180413T071619_20180413T072008_T39RTQ,31.063668094049806,48.61554376266236,N/A,EPSG:32639
EMSR350_2_50KPC_x683055_y7749645_S2L2A,2019-02-16T02:13:41.024000Z,2019-02-26T02:13:41.024000Z,2019-03-28T02:13:41.024000Z,2019-04-17T02:13:51.024000Z,NaN,2018-02-26,2018-03-28,2018-04-12,NaN,COPERNICUS/S2_SR_HARMONIZED/20180226T021339_20180226T021911_T50KPC,COPERNICUS/S2_SR_HARMONIZED/20180328T021339_20180328T022153_T50KPC,COPERNICUS/S2_SR_HARMONIZED/20180412T021351_20180412T022308_T50KPC,-20.353873746946675,118.76591587731114,N/A,EPSG:32750
EMSR186_20_17SPT_x651825_y3743535_S2L2A,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.80946451202186,-79.34590993994193,N/A,EPSG:32617
EMSR352_1_39RTQ_x838645_y3458915_S2L2A,2019-02-20T07:29:39.024000Z,2019-03-02T07:28:29.024000Z,2019-04-08T07:16:19.024000Z,2019-04-11T07:26:19.024000Z,2018-02-22,2018-03-07,2018-04-13,2018-04-13,COPERNICUS/S2_SR_HARMONIZED/20180222T071909_20180222T072038_T39RTQ,COPERNICUS/S2_SR_HARMONIZED/20180307T072739_20180307T074004_T39RTQ,COPERNICUS/S2_SR_HARMONIZED/20180413T071619_20180413T072008_T39RTQ,COPERNICUS/S2_SR_HARMONIZED/20180413T071619_20180413T072008_T39RTQ,31.203485021619123,48.567161174867685,N/A,EPSG:32639
EMSR233_10_19QDB_x411355_y2142995_S2L2A,2017-07-30T15:17:11.026000Z,2017-08-24T15:16:59.027000Z,2017-09-08T15:17:01.026000Z,2017-09-16T15:26:29.027000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.367665443722448,-69.83194095506472,N/A,EPSG:32619
EMSR422_1_31TEG_x503225_y4658485_S2L2A,2019-11-24T10:43:29.024000Z,2020-01-08T10:44:21.024000Z,2020-01-23T10:42:29.024000Z,2020-02-22T10:39:39.024000Z,2018-11-24,2019-01-03,NaN,2019-02-17,COPERNICUS/S2_SR_HARMONIZED/20181124T104341_20181124T104422_T31TEG,COPERNICUS/S2_SR_HARMONIZED/20190103T104431_20190103T104708_T31TDG,NaN,COPERNICUS/S2_SR_HARMONIZED/20190217T104119_20190217T104422_T31TDG,42.06694026166728,3.0543933066343345,N/A,EPSG:32631
EMSR186_20_17SPT_x623665_y3743535_S2L2A,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.81316906956563,-79.65006791469094,N/A,EPSG:32617
EMSR200_3_55KGS_x713785_y7675715_S2L2A,2017-01-11T00:17:11.026000Z,2017-03-12T00:21:01.026000Z,2017-04-01T00:21:01.026000Z,2017-04-11T00:21:01.026000Z,2016-01-07,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160107T002232_20160107T002231_T55KGS,NaN,NaN,NaN,-21.018243840445436,149.06921618464798,N/A,EPSG:32755
EMSR771_1_32TQQ_x715805_y4928335_S2L2A,2024-08-25T10:05:51.024000Z,2024-08-25T10:05:51.024000Z,2024-10-24T10:11:01.024000Z,2024-11-23T10:13:41.024000Z,2023-08-16,2023-08-16,NaN,2023-11-29,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TQQ,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TQQ,NaN,COPERNICUS/S2_SR_HARMONIZED/20231129T101351_20231129T101346_T32TQQ,44.4642433890262,11.728955218366073,N/A,EPSG:32632
EMSR779_1_33PVM_x482995_y1122295_S2L2A,2024-08-30T09:20:31.024000Z,2024-10-29T09:21:11.024000Z,2024-11-23T09:22:19.024000Z,2024-12-23T09:23:19.024000Z,NaN,2023-10-20,2023-11-14,2023-12-14,NaN,COPERNICUS/S2_SR_HARMONIZED/20231020T091919_20231020T092952_T33PVM,COPERNICUS/S2_SR_HARMONIZED/20231114T092231_20231114T093605_T33PVM,COPERNICUS/S2_SR_HARMONIZED/20231214T092401_20231214T093628_T33PVM,10.141131284362512,14.856409968551487,N/A,EPSG:32633
EMSR280_3_33VWH_x541605_y6708035_S2L2A,2018-03-18T10:20:19.027000Z,2018-04-12T10:20:21.026000Z,2018-05-17T10:20:19.027000Z,2018-06-04T10:30:21.024000Z,NaN,NaN,NaN,2017-05-27,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20170527T102031_20170527T102301_T33VWH,60.49469055638186,15.780459577260258,N/A,EPSG:32633
EMSR712_4_32UNC_x534305_y5760175_S2L2A,2023-11-10T10:31:59.024000Z,2023-11-10T10:31:59.024000Z,2023-12-25T10:34:41.024000Z,2024-01-09T10:33:29.024000Z,2022-11-10,2022-11-10,2022-12-15,NaN,COPERNICUS/S2_SR_HARMONIZED/20221110T103251_20221110T103248_T32UNC,COPERNICUS/S2_SR_HARMONIZED/20221110T103251_20221110T103248_T32UNC,COPERNICUS/S2_SR_HARMONIZED/20221215T103339_20221215T103339_T32UNC,NaN,51.979636072494635,9.518043687690179,N/A,EPSG:32632
EMSR444_1_34UGV_x335075_y5423635_S2L2A,2020-04-23T09:20:31.024000Z,2020-05-23T09:20:31.024000Z,2020-06-27T09:20:29.024000Z,2020-07-10T09:30:39.024000Z,2019-04-19,2019-05-27,2019-07-01,2019-07-01,COPERNICUS/S2_SR_HARMONIZED/20190419T092031_20190419T092031_T34UGV,COPERNICUS/S2_SR_HARMONIZED/20190527T093039_20190527T093436_T35ULQ,COPERNICUS/S2_SR_HARMONIZED/20190701T093041_20190701T093039_T34UGV,COPERNICUS/S2_SR_HARMONIZED/20190701T093041_20190701T093039_T34UGV,48.93251244828611,24.765527826799513,N/A,EPSG:32634
EMSR311_3_17SPT_x688585_y3746215_S2L2A,2018-08-09T15:49:01.024000Z,2018-08-24T15:48:09.024000Z,2018-09-21T15:59:41.024000Z,2018-10-13T15:52:09.024000Z,2017-08-12,NaN,2017-09-13,2017-10-03,COPERNICUS/S2_SR_HARMONIZED/20170812T155859_20170812T161233_T17SPT,NaN,COPERNICUS/S2_SR_HARMONIZED/20170913T154901_20170913T160335_T17SPT,COPERNICUS/S2_SR_HARMONIZED/20171003T155051_20171003T155835_T17SPT,33.82765691416991,-78.9483797526583,N/A,EPSG:32617
EMSR261_2_32UNC_x573195_y5749285_S2L2A,2017-10-19T10:20:19.028000Z,2017-10-27T10:31:31.026000Z,2017-12-18T10:24:19.027000Z,2018-02-14T10:31:31.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.877889482374485,10.081843412204618,N/A,EPSG:32632
EMSR481_1_16PCC_x398495_y1731325_S2L2A,2020-09-18T16:08:39.024000Z,2020-10-08T16:10:59.024000Z,2020-11-12T16:15:31.024000Z,2020-12-12T16:16:51.024000Z,NaN,NaN,2019-11-13,2019-12-03,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20191113T161519_20191113T162457_T16PCC,COPERNICUS/S2_SR_HARMONIZED/20191203T161629_20191203T162847_T16PCC,15.646459966909163,-87.9351403644708,N/A,EPSG:32616
EMSR742_1_34VFJ_x632995_y6308505_S2L2A,2024-06-27T09:40:31.024000Z,2024-07-10T09:50:31.024000Z,2024-08-01T09:35:49.024000Z,2024-09-08T09:50:31.024000Z,2023-06-26,2023-07-08,2023-08-05,2023-09-11,COPERNICUS/S2_SR_HARMONIZED/20230626T095031_20230626T095031_T34VFJ,COPERNICUS/S2_SR_HARMONIZED/20230708T093549_20230708T093841_T34VFJ,COPERNICUS/S2_SR_HARMONIZED/20230805T095031_20230805T095033_T34VFJ,COPERNICUS/S2_SR_HARMONIZED/20230911T094041_20230911T094035_T34VFJ,56.889327405381586,23.203964375823407,N/A,EPSG:32634
EMSR200_12_56JNP_x557305_y6811045_S2L2A,2017-01-31T23:52:41.026000Z,2017-03-02T23:52:41.026000Z,2017-04-05T00:02:21.026000Z,2017-05-01T23:52:51.026000Z,NaN,NaN,2016-04-06,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160406T235242_20160406T235242_T56JNP,NaN,-28.83839992303645,153.60050023654983,N/A,EPSG:32756
EMSR215_1_32UNC_x601575_y5791755_S2L2A,2017-06-19T10:30:21.026000Z,2017-07-06T10:20:21.026000Z,2017-07-31T10:20:19.027000Z,2017-08-23T10:30:19.027000Z,2016-06-24,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160624T103022_20160624T103023_T32UPC,NaN,NaN,NaN,52.25508843199018,10.506789977090007,N/A,EPSG:32632
EMSR756_8_33UWT_x597695_y5717705_S2L2A,2024-07-21T10:05:59.024000Z,2024-09-06T09:55:49.024000Z,2024-09-21T10:00:31.024000Z,2024-10-24T10:11:01.024000Z,2023-07-14,2023-09-07,2023-09-12,2023-10-30,COPERNICUS/S2_SR_HARMONIZED/20230714T095559_20230714T100440_T33UWT,COPERNICUS/S2_SR_HARMONIZED/20230907T100031_20230907T100606_T33UWT,COPERNICUS/S2_SR_HARMONIZED/20230912T095609_20230912T095812_T33UWT,COPERNICUS/S2_SR_HARMONIZED/20231030T101141_20231030T101135_T33UWT,51.59022109115591,16.428675141052405,N/A,EPSG:32633
EMSR264_4_38LQJ_x773385_y8308875_S2L2A,2017-12-02T07:02:19.027000Z,2017-12-20T07:12:11.026000Z,2018-01-14T07:12:09.027000Z,2018-02-03T07:12:09.027000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-15.293441174234887,47.5575850743615,N/A,EPSG:32738
EMSR479_1_15QVA_x451745_y2010655_S2L2A,2020-09-17T16:38:39.024000Z,2020-10-12T16:42:31.024000Z,2020-11-08T16:35:11.024000Z,2020-11-11T16:45:31.024000Z,NaN,2019-10-18,2019-11-12,2019-11-12,NaN,COPERNICUS/S2_SR_HARMONIZED/20191018T164311_20191018T165437_T15QVA,COPERNICUS/S2_SR_HARMONIZED/20191112T164529_20191112T165426_T15QVA,COPERNICUS/S2_SR_HARMONIZED/20191112T164529_20191112T165426_T15QVA,18.172976839871655,-93.44421421937518,N/A,EPSG:32615
EMSR279_3_30TXM_x608745_y4681935_S2L2A,2018-01-29T11:03:09.027000Z,2018-03-30T10:56:19.027000Z,2018-04-14T10:56:51.026000Z,2018-04-19T10:56:19.027000Z,NaN,NaN,2017-04-09,2017-04-09,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20170409T105651_20170409T110529_T30TXM,COPERNICUS/S2_SR_HARMONIZED/20170409T105651_20170409T110529_T30TXM,42.270392943276676,-1.6658875701192573,N/A,EPSG:32630
EMSR779_1_33PVM_x465075_y1193975_S2L2A,2024-08-30T09:20:31.024000Z,2024-10-29T09:21:11.024000Z,2024-11-23T09:22:19.024000Z,2024-12-23T09:23:19.024000Z,2023-08-26,2023-10-25,2023-11-19,2023-12-14,COPERNICUS/S2_SR_HARMONIZED/20230826T092031_20230826T093152_T33PVN,COPERNICUS/S2_SR_HARMONIZED/20231025T092041_20231025T093608_T33PVM,COPERNICUS/S2_SR_HARMONIZED/20231119T092159_20231119T093231_T33PVM,COPERNICUS/S2_SR_HARMONIZED/20231214T092401_20231214T093628_T33PVM,10.789306179563543,14.692191403058713,N/A,EPSG:32633
EMSR283_1_32VPP_x351875_y6807865_S2L2A,2018-04-01T10:50:31.026000Z,2018-04-11T10:50:31.026000Z,2018-05-15T10:30:21.024000Z,2018-05-21T10:50:31.024000Z,2017-04-10,2017-04-10,2017-05-23,2017-05-23,COPERNICUS/S2_SR_HARMONIZED/20170410T103021_20170410T103020_T33VUJ,COPERNICUS/S2_SR_HARMONIZED/20170410T103021_20170410T103020_T33VUJ,COPERNICUS/S2_SR_HARMONIZED/20170523T104031_20170523T104025_T32VPP,COPERNICUS/S2_SR_HARMONIZED/20170523T104031_20170523T104025_T32VPP,61.36549571946209,12.252685665837108,N/A,EPSG:32632
EMSR470_1_31PBM_x221375_y1111795_S2L2A,2020-08-19T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-20T10:09:49.025000Z,2020-10-23T10:20:29.024000Z,NaN,2019-09-24,2019-10-19,2019-10-19,NaN,COPERNICUS/S2_SR_HARMONIZED/20190924T102021_20190924T103548_T31PBM,COPERNICUS/S2_SR_HARMONIZED/20191019T102029_20191019T103015_T31PBM,COPERNICUS/S2_SR_HARMONIZED/20191019T102029_20191019T103015_T31PBM,10.0365377440961,0.46982528380102145,N/A,EPSG:32631
EMSR742_1_34VFJ_x632995_y6303385_S2L2A,2024-06-27T09:40:31.024000Z,2024-07-10T09:50:31.024000Z,2024-08-01T09:35:49.024000Z,2024-09-08T09:50:31.024000Z,2023-06-28,2023-07-18,NaN,2023-09-11,COPERNICUS/S2_SR_HARMONIZED/20230628T093549_20230628T093841_T34VFJ,COPERNICUS/S2_SR_HARMONIZED/20230718T093549_20230718T093841_T34VFJ,NaN,COPERNICUS/S2_SR_HARMONIZED/20230911T094041_20230911T094035_T34VFJ,56.84336495851808,23.201261497092833,N/A,EPSG:32634
EMSR397_1_31TCG_x310395_y4614265_S2L2A,2019-09-08T10:50:29.024000Z,2019-10-05T10:40:29.024000Z,2019-10-25T10:40:29.024000Z,2019-11-29T10:44:11.024000Z,2018-08-29,2018-10-03,2018-11-02,2018-11-27,COPERNICUS/S2_SR_HARMONIZED/20180829T105031_20180829T105441_T31TCG,COPERNICUS/S2_SR_HARMONIZED/20181003T105019_20181003T105619_T31TCG,COPERNICUS/S2_SR_HARMONIZED/20181102T105209_20181102T105345_T31TCG,COPERNICUS/S2_SR_HARMONIZED/20181127T105401_20181127T105429_T31TCG,41.64641618366471,0.7385132770340178,N/A,EPSG:32631
EMSR264_16_38KND_x513385_y7810685_S2L2A,2017-12-05T07:12:09.027000Z,2017-12-25T07:12:09.027000Z,2018-01-09T07:12:11.026000Z,2018-01-29T07:12:11.026000Z,NaN,2016-12-15,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20161215T071212_20161215T071431_T38KND,NaN,NaN,-19.811154909293816,45.139979678505874,N/A,EPSG:32738
EMSR200_12_56JNP_x544505_y6803365_S2L2A,2017-01-31T23:52:41.026000Z,2017-03-02T23:52:41.026000Z,2017-04-05T00:02:21.026000Z,2017-05-01T23:52:51.026000Z,NaN,NaN,2016-04-06,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160406T235242_20160406T235242_T56JNP,NaN,-28.90823858128177,153.4696038858542,N/A,EPSG:32756
EMSR264_1_39LTF_x270145_y8555545_S2L2A,2017-12-02T07:02:19.027000Z,2017-12-07T07:02:31.026000Z,2018-01-11T07:02:29.027000Z,2018-02-15T07:02:31.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-13.069114321151595,48.891977688073034,N/A,EPSG:32739
EMSR243_1_19QGV_x738385_y1981595_S2L2A,2017-07-27T15:07:51.026000Z,2017-08-21T15:07:19.027000Z,2017-09-20T15:07:29.027000Z,2017-10-20T15:07:09.027000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.897682004244295,-66.73790386825247,N/A,EPSG:32619
EMSR629_2_42RVR_x461955_y3080595_S2L2A,2022-07-12T05:56:51.024000Z,2022-08-11T05:56:51.024000Z,2022-08-31T05:56:51.024000Z,2022-10-05T05:57:09.024000Z,2021-07-07,2021-08-11,2021-08-21,2021-10-05,COPERNICUS/S2_SR_HARMONIZED/20210707T055641_20210707T061006_T42RVR,COPERNICUS/S2_SR_HARMONIZED/20210811T055639_20210811T060823_T42RVR,COPERNICUS/S2_SR_HARMONIZED/20210821T055639_20210821T060734_T42RVR,COPERNICUS/S2_SR_HARMONIZED/20211005T055721_20211005T060609_T42RVR,27.838063500985843,68.6265849263807,N/A,EPSG:32642
EMSR314_1_31PGK_x794165_y965075_S2L2A,2018-06-27T09:50:29.024000Z,2018-09-15T09:50:19.024000Z,2018-09-20T09:50:21.024000Z,2018-10-20T09:50:31.024000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.709641729674651,5.684868241891114,N/A,EPSG:32631
EMSR427_4_33VUE_x699695_y6448285_S2L2A,2020-01-03T10:43:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-24T10:30:21.024000Z,2020-02-27T10:40:21.024000Z,2019-01-05,2019-01-20,2019-02-27,2019-02-27,COPERNICUS/S2_SR_HARMONIZED/20190105T103429_20190105T103425_T32VPK,COPERNICUS/S2_SR_HARMONIZED/20190120T103341_20190120T103339_T33VUE,COPERNICUS/S2_SR_HARMONIZED/20190227T104019_20190227T104021_T32VPK,COPERNICUS/S2_SR_HARMONIZED/20190227T104019_20190227T104021_T32VPK,58.11870586327586,12.41216584143677,N/A,EPSG:32633
EMSR265_14_31UEQ_x545595_y5440995_S2L2A,2017-12-12T10:54:41.026000Z,2018-01-03T10:44:29.027000Z,2018-01-26T10:53:19.027000Z,2018-02-22T10:40:29.028000Z,2016-12-04,2016-12-27,2017-01-26,NaN,COPERNICUS/S2_SR_HARMONIZED/20161204T104422_20161204T104538_T31UEQ,COPERNICUS/S2_SR_HARMONIZED/20161227T105442_20161227T105527_T31UEQ,COPERNICUS/S2_SR_HARMONIZED/20170126T105321_20170126T105612_T31UEQ,NaN,49.10853691338844,3.6422021790825254,N/A,EPSG:32631
EMSR427_2_33VVE_x420445_y6398325_S2L2A,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-24T10:30:21.024000Z,2020-03-27T10:16:29.024000Z,2019-01-02,NaN,2019-02-26,2019-04-02,COPERNICUS/S2_SR_HARMONIZED/20190102T102429_20190102T102425_T33VVD,NaN,COPERNICUS/S2_SR_HARMONIZED/20190226T102021_20190226T102019_T33VVD,COPERNICUS/S2_SR_HARMONIZED/20190402T102029_20190402T102026_T33VVD,57.7088053413052,13.68626958577887,N/A,EPSG:32633
EMSR184_4_55HCD_x325145_y6298895_S2L2A,2016-08-14T00:21:12.026000Z,2016-09-23T00:21:02.026000Z,2016-10-03T00:25:52.026000Z,2016-12-12T00:21:02.026000Z,NaN,NaN,NaN,2015-12-18,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20151218T002552_20151218T002554_T55HCC,-33.44679566762831,145.13251762217854,N/A,EPSG:32755
EMSR342_7_54KVE_x470515_y7961385_S2L2A,2018-12-21T00:47:01.024000Z,2019-01-10T00:47:01.024000Z,2019-02-14T00:47:09.024000Z,2019-03-06T00:47:09.024000Z,2017-12-26,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20171226T004701_20171226T004700_T54KVE,NaN,NaN,NaN,-18.44906209441994,140.73283894549851,N/A,EPSG:32754
EMSR265_6_31UDQ_x432755_y5411235_S2L2A,2017-12-12T10:54:41.026000Z,2018-01-14T11:04:11.026000Z,2018-01-26T10:53:19.027000Z,2018-02-25T10:50:19.027000Z,NaN,2017-01-19,2017-01-19,2017-02-15,NaN,COPERNICUS/S2_SR_HARMONIZED/20170119T110351_20170119T110533_T31UDQ,COPERNICUS/S2_SR_HARMONIZED/20170119T110351_20170119T110533_T31UDQ,COPERNICUS/S2_SR_HARMONIZED/20170215T105121_20170215T105607_T31UDQ,48.83910696815908,2.1009496874607536,N/A,EPSG:32631
EMSR261_2_32UNC_x580875_y5759525_S2L2A,2017-10-19T10:20:19.028000Z,2017-10-27T10:31:31.026000Z,2017-12-18T10:24:19.027000Z,2018-02-14T10:31:31.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.9688595684438,10.195831437770984,N/A,EPSG:32632
EMSR200_12_56JNN_x552085_y6786535_S2L2A,2017-01-01T23:52:42.026000Z,2017-03-02T23:52:41.026000Z,2017-04-05T00:02:21.026000Z,2017-05-05T00:02:21.026000Z,NaN,NaN,2016-04-06,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160406T235242_20160406T235242_T56JNN,NaN,-29.059845519214722,153.54815591503026,N/A,EPSG:32756
EMSR184_4_55HDC_x415955_y6258205_S2L2A,2016-08-04T00:26:02.026000Z,2016-09-23T00:21:02.026000Z,2016-10-03T00:25:52.026000Z,2016-10-23T00:25:52.026000Z,NaN,2015-09-19,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20150919T002426_20150919T002453_T55HDC,NaN,NaN,-33.82461896481453,146.10556269771791,N/A,EPSG:32755
EMSR779_1_33PWM_x538645_y1117175_S2L2A,2024-08-30T09:20:31.024000Z,2024-10-29T09:21:11.024000Z,2024-11-23T09:22:19.024000Z,2024-12-23T09:23:19.024000Z,NaN,2023-10-20,2023-11-14,2023-12-14,NaN,COPERNICUS/S2_SR_HARMONIZED/20231020T091919_20231020T092952_T33PWM,COPERNICUS/S2_SR_HARMONIZED/20231114T092231_20231114T093605_T33PWM,COPERNICUS/S2_SR_HARMONIZED/20231214T092401_20231214T093628_T33PWM,10.094653563166919,15.364352123739934,N/A,EPSG:32633
EMSR277_3_35TMF_x438205_y4537435_S2L2A,2018-01-31T09:12:11.026000Z,2018-03-07T09:08:19.027000Z,2018-04-01T09:05:51.026000Z,2018-04-28T08:56:01.024000Z,NaN,2017-03-04,2017-03-22,2017-04-26,NaN,COPERNICUS/S2_SR_HARMONIZED/20170304T085841_20170304T085855_T35TMF,COPERNICUS/S2_SR_HARMONIZED/20170322T091159_20170322T091504_T35TMF,COPERNICUS/S2_SR_HARMONIZED/20170426T091031_20170426T091828_T35TMF,40.9743608842921,26.28067495957173,N/A,EPSG:32635
EMSR728_1_32UNV_x520975_y5396055_S2L2A,2024-04-30T10:20:21.024000Z,2024-05-10T10:20:21.025000Z,2024-06-02T10:26:01.024000Z,2024-07-09T10:20:31.024000Z,2023-04-21,2023-05-04,2023-05-29,2023-07-10,COPERNICUS/S2_SR_HARMONIZED/20230421T101559_20230421T101820_T32UNU,COPERNICUS/S2_SR_HARMONIZED/20230504T102559_20230504T103458_T32UNV,COPERNICUS/S2_SR_HARMONIZED/20230529T102601_20230529T102602_T32UNU,COPERNICUS/S2_SR_HARMONIZED/20230710T101609_20230710T102211_T32UNU,48.70565677535034,9.302422744257695,N/A,EPSG:32632
EMSR326_3_30STF_x286405_y4052505_S2L2A,2018-09-21T10:57:31.024000Z,2018-09-24T11:08:01.024000Z,2018-10-24T11:11:21.024000Z,2018-10-29T11:11:49.024000Z,2017-09-16,2017-09-16,2017-10-16,2017-10-24,COPERNICUS/S2_SR_HARMONIZED/20170916T105701_20170916T110523_T30STF,COPERNICUS/S2_SR_HARMONIZED/20170916T105701_20170916T110523_T30STF,COPERNICUS/S2_SR_HARMONIZED/20171016T110031_20171016T110313_T30STF,COPERNICUS/S2_SR_HARMONIZED/20171024T111109_20171024T111311_T30STF,36.58294318660497,-5.373162067541967,N/A,EPSG:32630
