Nome_Serie,Data_1,Data_2,Data_3,Data_4,BBox_1,BBox_2,BBox_3,BBox_4,Lat_Centro,Lon_Centro,EPSG
EMSR273_2_34TCM_x359035_y4653195_S1RTC,2018-01-22T04:46:32.460363Z,2018-02-16T16:32:15.276722Z,2018-03-23T04:46:31.967767Z,2018-04-23T16:32:49.005650Z,"[246730.0, 4498050.0, 530160.0, 4712170.0]","[321960.0, 4580870.0, 607430.0, 4791390.0]","[246800.0, 4498040.0, 530180.0, 4712150.0]","[333890.0, 4517550.0, 622780.0, 4729030.0]",42.006911875182084,19.313124990313938,EPSG:32634
EMSR429_6_29UMU_x485845_y5889445_S1RTC,2019-12-22T06:47:23.192234Z,2020-02-02T06:47:52.154144Z,2020-02-26T06:47:26.539074Z,2020-02-26T06:47:51.539311Z,"[385410.0, 5626090.0, 675800.0, 5837020.0]","[398790.0, 5701120.0, 687560.0, 5911330.0]","[426810.0, 5868310.0, 715410.0, 6077250.0]","[398730.0, 5701120.0, 687490.0, 5911320.0]",53.142769798417426,-9.192558538348718,EPSG:32629
EMSR279_3_30TWN_x560645_y4713285_S1RTC,2018-02-16T06:17:15.759934Z,2018-03-30T06:16:53.481149Z,2018-04-18T06:08:42.286091Z,2018-05-05T06:16:54.945534Z,"[389710.0, 4692220.0, 680510.0, 4902780.0]","[367180.0, 4562910.0, 657710.0, 4774600.0]","[536730.0, 4554150.0, 821280.0, 4760670.0]","[367260.0, 4562900.0, 657770.0, 4774580.0]",42.55800881013319,-2.2457091142142365,EPSG:32630
EMSR479_1_15QVA_x461985_y2028575_S1RTC,2020-09-18T00:23:58.015124Z,2020-10-12T00:23:58.669074Z,2020-11-11T00:23:13.574051Z,2020-11-29T00:23:57.770330Z,"[287000.0, 1932080.0, 570450.0, 2146400.0]","[286800.0, 1932080.0, 570270.0, 2146420.0]","[290550.0, 1912430.0, 569790.0, 2126010.0]","[286990.0, 1932070.0, 570480.0, 2146400.0]",18.335141408406354,-93.34771461373532,EPSG:32615
EMSR233_10_19QDB_x411355_y2145555_S1RTC,2017-08-02T10:30:43.872417Z,2017-08-26T10:30:45.098268Z,2017-09-07T10:30:58.436181Z,2017-09-19T10:30:46.000636Z,"[320390.0, 2028500.0, 608150.0, 2275050.0]","[320450.0, 2028480.0, 608190.0, 2274990.0]","[308820.0, 1957510.0, 588580.0, 2172390.0]","[320450.0, 2028350.0, 608130.0, 2274910.0]",19.39079851197825,-69.83205841772221,EPSG:32619
EMSR445_1_35UMP_x467935_y5344665_S1RTC,2020-05-13T04:28:32.893749Z,2020-06-13T04:20:21.536327Z,2020-06-27T16:02:01.124759Z,2020-07-01T04:20:56.057846Z,"[233280.0, 5206590.0, 523400.0, 5422860.0]","[389160.0, 5192700.0, 677160.0, 5429070.0]","[376080.0, 5254230.0, 668830.0, 5467270.0]","[398680.0, 5260590.0, 684140.0, 5470160.0]",48.24297873222085,26.5852890248724,EPSG:32635
EMSR712_7_32UNC_x590125_y5756725_S1RTC,2023-11-11T05:26:08.616591Z,2023-11-28T05:34:20.691824Z,2023-12-25T17:09:16.656836Z,2024-02-08T05:34:17.723673Z,"[148590.0, 5646540.0, 444830.0, 5868030.0]","[423940.0, 5655570.0, 713840.0, 5864580.0]","[403770.0, 5696490.0, 695140.0, 5910830.0]","[423870.0, 5655580.0, 713740.0, 5864590.0]",51.94224741550378,10.329698668327481,EPSG:32633
EMSR712_5_32UND_x565815_y5832605_S1RTC,2023-11-16T05:33:56.417794Z,2023-12-13T17:09:17.625557Z,2024-01-06T17:09:16.264194Z,2024-01-18T17:09:15.509469Z,"[451520.0, 5822830.0, 740550.0, 6030650.0]","[403650.0, 5696490.0, 695030.0, 5910830.0]","[403670.0, 5696490.0, 695030.0, 5910840.0]","[403600.0, 5696470.0, 694980.0, 5910820.0]",52.627810253538705,9.991206920058458,EPSG:32632
EMSR184_4_55HCD_x335385_y6342415_S1RTC,2016-08-15T19:32:02.808085Z,2016-09-08T19:32:03.733594Z,2016-10-04T09:03:14.863150Z,2016-12-01T19:31:55.554061Z,"[285500.0, 6137240.0, 583450.0, 6373010.0]","[285460.0, 6137260.0, 583410.0, 6373030.0]","[172210.0, 6131140.0, 471570.0, 6395750.0]","[298660.0, 6191810.0, 598160.0, 6428090.0]",-33.05603921727628,145.25047822715277,EPSG:32755
EMSR229_4_14RPT_x615985_y3262965_S1RTC,2017-07-17T00:34:33.352716Z,2017-07-29T00:34:59.195244Z,2017-08-29T12:31:31.847475Z,2017-09-15T00:35:01.300627Z,"[480780.0, 3027610.0, 764120.0, 3242600.0]","[449570.0, 3194630.0, 731900.0, 3408910.0]","[435010.0, 3110150.0, 714530.0, 3321090.0]","[449490.0, 3194630.0, 729960.0, 3408570.0]",29.4792191311234,-97.79052332239384,EPSG:32614
EMSR706_1_31UDS_x436245_y5631995_S1RTC,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,"[383620.0, 5485950.0, 673310.0, 5696620.0]","[240950.0, 5508820.0, 534700.0, 5725920.0]","[241080.0, 5508830.0, 534840.0, 5725920.0]","[241010.0, 5508830.0, 534770.0, 5725930.0]",50.82482475209397,2.1129148863783027,EPSG:32631
EMSR311_3_17SPT_x675785_y3761575_S1RTC,2018-08-07T23:22:15.781412Z,2018-08-26T23:14:02.337573Z,2018-09-19T23:14:03.257067Z,2018-10-13T23:14:03.758381Z,"[405350.0, 3683720.0, 689780.0, 3896880.0]","[594510.0, 3678250.0, 881860.0, 3896070.0]","[594460.0, 3678260.0, 881820.0, 3896080.0]","[594390.0, 3678240.0, 881760.0, 3896070.0]",33.968335564539096,-79.0835299484989,EPSG:32617
EMSR243_1_19QGA_x728015_y1993375_S1RTC,2017-07-30T22:36:36.253300Z,2017-09-02T10:22:55.096845Z,2017-09-20T10:22:17.197545Z,2017-10-20T10:22:56.243145Z,"[577880.0, 1918290.0, 859110.0, 2135280.0]","[513230.0, 1889040.0, 792130.0, 2101840.0]","[507960.0, 1865810.0, 787610.0, 2079000.0]","[513240.0, 1889050.0, 792140.0, 2101850.0]",18.005193726916904,-66.83443629109722,EPSG:32619
EMSR429_3_29UMV_x460645_y5976565_S1RTC,2019-12-22T06:46:58.192612Z,2020-02-04T18:30:51.421589Z,2020-02-26T06:47:22.600778Z,2020-02-28T18:30:50.738158Z,"[414020.0, 5793180.0, 703950.0, 6002890.0]","[212690.0, 5857890.0, 492240.0, 6061930.0]","[433130.0, 5894890.0, 718230.0, 6103080.0]","[212730.0, 5857890.0, 492270.0, 6061930.0]",53.92461412535341,-9.579890460632168,EPSG:32629
EMSR261_1_32UNC_x526505_y5788515_S1RTC,2017-10-15T17:08:00.031989Z,2017-10-28T17:00:25.952471Z,2017-12-17T05:33:44.589471Z,2017-12-29T05:33:43.979322Z,"[407050.0, 5689890.0, 695630.0, 5903730.0]","[546960.0, 5673550.0, 842510.0, 5894700.0]","[424090.0, 5655710.0, 713160.0, 5864580.0]","[424210.0, 5655700.0, 713290.0, 5864570.0]",52.23487354225332,9.4067913555106,EPSG:32632
EMSR419_6_40RFR_x675955_y3063475_S1RTC,2019-11-22T01:58:45.873895Z,2019-12-19T14:08:28.878134Z,2020-01-14T02:06:30.430879Z,2020-01-30T14:09:09.514688Z,"[626780.0, 2872590.0, 906110.0, 3081300.0]","[535860.0, 2923160.0, 820120.0, 3139290.0]","[453090.0, 3049490.0, 736090.0, 3260980.0]","[534790.0, 2926690.0, 821910.0, 3143210.0]",27.672361261965825,58.79696214903656,EPSG:32640
EMSR326_2_30SUG_x332975_y4116235_S1RTC,2018-09-01T06:27:32.430274Z,2018-10-01T18:18:42.439395Z,2018-10-25T18:18:42.753427Z,2018-10-26T06:19:17.507302Z,"[611070.0, 3936520.0, 893220.0, 4142050.0]","[179940.0, 4034220.0, 460090.0, 4240890.0]","[180020.0, 4034210.0, 460150.0, 4240880.0]","[258130.0, 3944020.0, 544680.0, 4158930.0]",37.166367732964275,-4.866845814890906,EPSG:32629
EMSR793_1_37LFD_x621075_y8361165_S1RTC,2025-01-19T02:51:36.179224Z,2025-02-24T02:51:34.835252Z,2025-03-20T02:51:35.225157Z,2025-04-01T02:51:35.598614Z,"[536260.0, 8267600.0, 822930.0, 8494270.0]","[536260.0, 8267600.0, 822950.0, 8494280.0]","[536150.0, 8267610.0, 822850.0, 8494290.0]","[536080.0, 8267600.0, 822770.0, 8494280.0]",-14.832493500544034,40.13711474252347,EPSG:32737
EMSR486_2_32TNK_x533595_y4494125_S1RTC,2020-10-09T05:28:47.509318Z,2020-11-08T17:22:09.385404Z,2020-12-02T17:22:08.633956Z,2020-12-09T17:14:02.093352Z,"[382960.0, 4482250.0, 671980.0, 4693290.0]","[330610.0, 4364180.0, 615270.0, 4574720.0]","[330740.0, 4364180.0, 615410.0, 4574720.0]","[494600.0, 4412440.0, 782330.0, 4627690.0]",40.58570843772032,9.412048122523286,EPSG:32632
EMSR167_1_31UFS_x621465_y5677555_S1RTC,2016-05-02T17:32:45.326715Z,2016-05-09T17:24:34.141237Z,2016-06-07T17:32:42.729344Z,2016-07-08T17:24:39.601340Z,"[425660.0, 5527750.0, 711350.0, 5741590.0]","[565820.0, 5542100.0, 854840.0, 5762030.0]","[429890.0, 5496560.0, 720850.0, 5711560.0]","[563570.0, 5543490.0, 853510.0, 5788810.0]",51.22469218934726,4.7577528771664355,EPSG:32631
EMSR779_3_33PVN_x442965_y1222745_S1RTC,2024-10-06T17:14:39.385270Z,2024-10-30T04:48:06.792731Z,2024-11-23T17:14:12.863949Z,2024-12-17T17:14:10.636118Z,"[303750.0, 1266980.0, 583650.0, 1482490.0]","[395804.2687601462, 1298942.9388029925, 675294.2687601462, 1082952.9388029925]","[336780.5351060336, 1315923.1671594037, 617230.5351060336, 1099793.1671594037]","[336920.03114552726, 1315917.4685049881, 617350.0311455273, 1099787.4685049881]",11.049226066654047,14.489503622769552,EPSG:32633
EMSR184_1_55HFD_x601065_y6300855_S1RTC,2016-07-29T19:23:30.500494Z,2016-09-03T19:23:54.423580Z,2016-09-30T08:47:38.514596Z,2016-10-18T08:47:01.415621Z,"[508130.0, 6250960.0, 808090.0, 6490330.0]","[465220.0, 6104710.0, 763780.0, 6344510.0]","[545680.0, 6209710.0, 830880.0, 6435080.0]","[532170.0, 6227670.0, 826690.0, 6484730.0]",-33.43829552983368,148.1009807519139,EPSG:32755
EMSR629_2_42RVR_x456835_y3095955_S1RTC,2022-07-13T01:25:35.755973Z,2022-08-10T13:28:36.046585Z,2022-08-30T01:26:03.509461Z,2022-09-27T13:28:37.832418Z,"[288310.0, 3066450.0, 572360.0, 3281110.0]","[346380.0, 3033580.0, 628890.0, 3246210.0]","[256590.0, 2899310.0, 541580.0, 3114440.0]","[346410.0, 3033570.0, 628960.0, 3246220.0]",27.976570357011614,68.5740474713193,EPSG:32642
EMSR261_1_32UND_x574965_y5821215_S1RTC,2017-10-15T17:08:00.031989Z,2017-10-30T05:33:45.954120Z,2017-12-17T05:33:19.589690Z,2017-12-17T05:33:44.589471Z,"[407050.0, 5689890.0, 695630.0, 5903730.0]","[424150.0, 5655680.0, 713210.0, 5864550.0]","[451730.0, 5822960.0, 739970.0, 6030640.0]","[424090.0, 5655710.0, 713160.0, 5864580.0]",52.524225086599465,10.12374412155981,EPSG:32632
EMSR712_4_32UNC_x549665_y5698735_S1RTC,2023-11-09T05:42:18.764126Z,2023-11-28T05:34:20.691824Z,2024-01-03T05:34:18.967777Z,2024-01-27T05:34:18.191638Z,"[302180.0, 5758830.0, 594740.0, 5973620.0]","[423940.0, 5655570.0, 713840.0, 5864580.0]","[424020.0, 5655560.0, 713910.0, 5864580.0]","[423870.0, 5655570.0, 713750.0, 5864590.0]",51.426053253132594,9.732690374255437,EPSG:32632
EMSR634_1_32TQP_x305665_y4812145_S1RTC,2022-07-21T05:11:45.277336Z,2022-09-13T17:06:43.867866Z,2022-09-25T17:06:43.647260Z,2022-10-07T17:06:44.047527Z,"[279140.0, 4768610.0, 569040.0, 4983260.0]","[604710.0, 4699360.0, 898210.0, 4919710.0]","[604900.0, 4699350.0, 898420.0, 4919710.0]","[604800.0, 4699340.0, 898340.0, 4919710.0]",43.425853953262276,12.614909314098767,EPSG:32633
EMSR424_4_38KPG_x690835_y8130855_S1RTC,2019-12-08T02:26:18.718300Z,2020-01-19T02:27:16.404307Z,2020-02-12T02:27:15.622003Z,2020-03-07T02:27:15.589517Z,"[516140.0, 8108480.0, 817690.0, 8392050.0]","[489690.0, 8019820.0, 780840.0, 8247820.0]","[489680.0, 8019810.0, 780830.0, 8247810.0]","[489670.0, 8019820.0, 780830.0, 8247810.0]",-16.909470645632336,46.80369863562935,EPSG:32738
EMSR279_5_30TXL_x690355_y4591615_S1RTC,2018-02-24T17:55:03.139490Z,2018-03-19T06:09:29.113655Z,2018-04-18T06:08:42.286091Z,2018-04-24T06:09:30.366070Z,"[123460.0, 4514230.0, 406430.0, 4718400.0]","[530280.0, 4516050.0, 817080.0, 4722670.0]","[536730.0, 4554150.0, 821280.0, 4760670.0]","[530370.0, 4516030.0, 817200.0, 4722660.0]",41.44177699357237,-0.706136714614714,EPSG:32631
EMSR352_1_39RTQ_x836085_y3492195_S1RTC,2019-02-20T02:38:49.908375Z,2019-03-01T14:51:13.824681Z,2019-04-08T02:45:59.917614Z,2019-04-09T02:38:50.417433Z,"[271280.0, 3235360.0, 552140.0, 3449940.0]","[614970.0, 3343370.0, 902330.0, 3561490.0]","[106020.0, 3387120.0, 386950.0, 3604390.0]","[271280.0, 3235350.0, 552120.0, 3449920.0]",31.503926269194668,48.55160056142032,EPSG:32639
EMSR712_6_32UNC_x561195_y5719675_S1RTC,2023-11-11T05:26:08.616591Z,2023-11-28T05:34:20.691824Z,2024-01-03T05:34:18.967777Z,2024-01-27T05:34:18.191638Z,"[148590.0, 5646540.0, 444830.0, 5868030.0]","[423940.0, 5655570.0, 713840.0, 5864580.0]","[424020.0, 5655560.0, 713910.0, 5864580.0]","[423870.0, 5655570.0, 713750.0, 5864590.0]",51.61316239557068,9.902223496658186,EPSG:32633
EMSR184_3_55HED_x505185_y6308755_S1RTC,2016-08-15T19:31:37.807718Z,2016-09-08T19:32:03.733594Z,2016-10-14T19:31:56.192532Z,2016-10-20T19:31:12.727424Z,"[330710.0, 6302160.0, 628520.0, 6537970.0]","[285460.0, 6137260.0, 583410.0, 6373030.0]","[298700.0, 6191810.0, 598230.0, 6428100.0]","[306140.0, 6201400.0, 595430.0, 6434800.0]",-33.371907223072725,147.06944597027797,EPSG:32755
EMSR427_4_33VUE_x686895_y6412445_S1RTC,2020-01-05T05:40:07.296173Z,2020-01-24T05:32:16.074579Z,2020-02-29T05:32:15.474767Z,2020-03-24T05:32:15.543025Z,"[432380.0, 6458770.0, 723150.0, 6697450.0]","[168000.0, 6316240.0, 464720.0, 6540280.0]","[168110.0, 6316240.0, 464800.0, 6540260.0]","[167920.0, 6316240.0, 464580.0, 6540270.0]",57.802909556519865,12.166749064953898,EPSG:32632
EMSR200_2_55KFT_x669535_y7743065_S1RTC,2017-02-16T19:36:34.044426Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-05T19:36:34.848048Z,"[466530.0, 7595610.0, 764010.0, 7827090.0]","[466500.0, 7595590.0, 764000.0, 7827070.0]","[495590.0, 7670020.0, 788810.0, 7925300.0]","[466480.0, 7595590.0, 763990.0, 7827080.0]",-20.414569696928453,148.63706035155585,EPSG:32755
EMSR264_5_38LPH_x683535_y8223505_S1RTC,2017-11-18T02:26:40.703752Z,2017-12-12T02:27:04.934743Z,2018-01-11T02:26:13.803972Z,2018-02-10T02:27:02.992843Z,"[531130.0, 8185810.0, 821760.0, 8413650.0]","[489740.0, 8019810.0, 780890.0, 8247800.0]","[502890.0, 8073460.0, 794860.0, 8301650.0]","[489680.0, 8019820.0, 780830.0, 8247810.0]",-16.072892595550805,46.72773693590028,EPSG:32738
EMSR167_4_31UFS_x645875_y5631745_S1RTC,2016-05-02T17:32:45.326715Z,2016-05-09T17:24:34.141237Z,2016-06-07T17:32:42.729344Z,2016-07-08T17:24:39.601340Z,"[425660.0, 5527750.0, 711350.0, 5741590.0]","[565820.0, 5542100.0, 854840.0, 5762030.0]","[429890.0, 5496560.0, 720850.0, 5711560.0]","[563570.0, 5543490.0, 853510.0, 5788810.0]",50.807252865111494,5.088513880735035,EPSG:32631
EMSR756_1_33UWS_x571275_y5671685_S1RTC,2024-07-27T05:17:54.504847Z,2024-09-08T05:09:43.859834Z,2024-09-20T05:09:44.235314Z,2024-10-17T16:44:20.110258Z,"[285440.0, 5614440.0, 577350.0, 5829250.0]","[427240.0, 5603710.0, 717030.0, 5812620.0]","[427270.0, 5603720.0, 717060.0, 5812620.0]","[433254.39507733774, 5817426.744420146, 727094.3950773377, 5601686.744420146]",51.18050437217379,16.03796816380974,EPSG:32633
EMSR200_2_55KFT_x649055_y7753305_S1RTC,2017-02-16T19:36:34.044426Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-05T19:36:34.848048Z,"[466530.0, 7595610.0, 764010.0, 7827090.0]","[466500.0, 7595590.0, 764000.0, 7827070.0]","[495590.0, 7670020.0, 788810.0, 7925300.0]","[466480.0, 7595590.0, 763990.0, 7827080.0]",-20.32380099227585,148.4399692005599,EPSG:32755
EMSR265_6_31UDQ_x473715_y5403555_S1RTC,2017-12-11T17:32:25.256103Z,2018-01-13T05:59:14.975129Z,2018-01-27T17:39:59.106608Z,2018-02-24T05:58:43.086859Z,"[465730.0, 5311820.0, 754180.0, 5527470.0]","[354090.0, 5319060.0, 644300.0, 5530880.0]","[313740.0, 5339730.0, 596360.0, 5548690.0]","[340720.0, 5245120.0, 633170.0, 5457740.0]",48.77302120333394,2.6596086425062735,EPSG:32631
EMSR347_6_36LXH_x645375_y8294115_S1RTC,2019-01-25T16:08:25.585999Z,2019-03-02T16:08:11.041337Z,2019-03-14T16:08:14.257407Z,2019-03-20T16:08:55.749185Z,"[542570.0, 8278000.0, 829580.0, 8502340.0]","[563110.0, 8184590.0, 850130.0, 8409170.0]","[558550.0, 8206610.0, 847240.0, 8431570.0]","[561050.0, 8204700.0, 845180.0, 8428650.0]",-15.437300767597126,34.36679680800408,EPSG:32736
EMSR471_5_33UXP_x650835_y5368565_S1RTC,2020-09-09T16:34:17.164624Z,2020-10-02T16:43:16.818848Z,2020-10-14T16:43:17.085508Z,2020-10-20T16:42:34.690203Z,"[213310.0, 5251160.0, 502280.0, 5457580.0]","[499750.0, 5269120.0, 793970.0, 5486940.0]","[499670.0, 5269100.0, 793900.0, 5486920.0]","[500330.0, 5267920.0, 793790.0, 5485610.0]",48.44036374428627,17.056747469467815,EPSG:32634
EMSR422_2_31TDG_x483495_y4649025_S1RTC,2019-11-24T17:39:05.431592Z,2020-01-10T05:53:01.517291Z,2020-01-23T17:39:03.099613Z,2020-02-22T17:38:06.562199Z,"[446010.0, 4598140.0, 728160.0, 4811490.0]","[393420.0, 4605700.0, 678940.0, 4815760.0]","[445950.0, 4598120.0, 730360.0, 4811910.0]","[464440.0, 4505060.0, 748120.0, 4719230.0]",41.98160323250424,2.816154916476769,EPSG:32631
EMSR265_6_31UDQ_x494195_y5424035_S1RTC,2017-12-11T17:32:25.256103Z,2018-01-13T05:59:14.975129Z,2018-01-27T17:39:59.106608Z,2018-02-24T05:58:43.086859Z,"[465730.0, 5311820.0, 754180.0, 5527470.0]","[354090.0, 5319060.0, 644300.0, 5530880.0]","[313740.0, 5339730.0, 596360.0, 5548690.0]","[340720.0, 5245120.0, 633170.0, 5457740.0]",48.95774179999166,2.93811845749612,EPSG:32631
EMSR774_1_15QTV_x257385_y1984175_S1RTC,2024-08-30T12:18:46.124867Z,2024-10-08T00:32:14.722438Z,2024-11-01T00:32:11.576689Z,2024-11-13T00:32:13.596598Z,"[628650.0, 1834170.0, 911880.0, 2068800.0]","[87160.0, 1861750.0, 370320.0, 2074410.0]","[87430.71495338136, 2054839.88781602, 366480.71495338134, 1843339.88781602]","[83945.64912484957, 2074703.3465677279, 372225.6491248496, 1861983.3465677279]",17.920798539366334,-95.27824185843792,EPSG:32614
EMSR429_6_29UMV_x498865_y5896095_S1RTC,2019-12-22T06:47:08.369714Z,2020-02-02T06:47:52.154144Z,2020-02-26T06:47:22.600778Z,2020-02-26T06:47:51.539311Z,"[404850.0, 5725520.0, 689870.0, 5934980.0]","[398790.0, 5701120.0, 687560.0, 5911330.0]","[433130.0, 5894890.0, 718230.0, 6103080.0]","[398730.0, 5701120.0, 687490.0, 5911320.0]",53.20270341680313,-8.997904054826174,EPSG:32629
EMSR779_1_33PWM_x518165_y1145335_S1RTC,2024-09-24T04:48:06.231270Z,2024-10-30T04:48:06.792731Z,2024-11-23T04:48:05.473448Z,2024-12-29T04:48:02.775320Z,"[395700.0, 1082790.0, 675230.0, 1298790.0]","[395804.2687601462, 1298942.9388029925, 675294.2687601462, 1082952.9388029925]","[395853.56121499266, 1298951.8783755964, 675343.5612149927, 1082961.8783755964]","[395684.7595838943, 1298947.7430902612, 675164.7595838943, 1082967.7430902612]",10.349497616424678,15.177572299728748,EPSG:32633
EMSR427_7_33VVC_x445815_y6236385_S1RTC,2019-12-31T16:45:13.646047Z,2020-01-24T16:45:12.834599Z,2020-03-06T16:44:30.118265Z,2020-03-24T16:45:12.331612Z,"[340170.0, 6100700.0, 628450.0, 6312580.0]","[340260.0, 6100710.0, 628530.0, 6312590.0]","[340780.0, 6099610.0, 631620.0, 6311950.0]","[340310.0, 6100730.0, 631990.0, 6313210.0]",56.25788484440276,14.145937910636306,EPSG:32633
EMSR445_2_34TFQ_x680685_y4984285_S1RTC,2020-05-24T04:38:22.767806Z,2020-06-11T04:37:42.057655Z,2020-06-29T04:38:24.767335Z,2020-07-01T16:16:48.429894Z,"[475970.0, 4854470.0, 759550.0, 5061830.0]","[475960.0, 4854470.0, 759560.0, 5061840.0]","[476020.0, 4854460.0, 759570.0, 5061830.0]","[595130.0, 4866180.0, 891410.0, 5087330.0]",44.97721358183621,23.307772974983816,EPSG:32634
EMSR265_14_31UEQ_x540475_y5435875_S1RTC,2017-12-10T17:40:00.957934Z,2018-01-13T05:59:14.975129Z,2018-01-27T17:39:59.106608Z,2018-02-21T17:32:23.018319Z,"[313650.0, 5339730.0, 596270.0, 5548690.0]","[354090.0, 5319060.0, 644300.0, 5530880.0]","[313740.0, 5339730.0, 596360.0, 5548690.0]","[465710.0, 5311820.0, 754150.0, 5527470.0]",49.06285126578491,3.5715241751277467,EPSG:32631
EMSR407_2_30UXE_x684885_y5908005_S1RTC,2019-09-19T17:41:09.512540Z,2019-10-18T17:49:39.369678Z,2019-11-14T06:15:01.851067Z,2019-12-05T17:49:38.493113Z,"[248840.0, 5674360.0, 540750.0, 5947850.0]","[496220.0, 5806480.0, 788360.0, 6025270.0]","[134750.0, 5689480.0, 431350.0, 5912010.0]","[496150.0, 5806450.0, 788320.0, 6025240.0]",53.27706985929336,-0.20784243252715753,EPSG:32631
EMSR264_1_39LTF_x280385_y8522265_S1RTC,2017-11-25T02:17:42.561212Z,2017-12-19T02:17:41.661059Z,2018-01-12T02:17:49.005198Z,2018-02-05T02:17:40.001359Z,"[176820.0, 8469360.0, 466390.0, 8718910.0]","[175230.0, 8469350.0, 466500.0, 8719340.0]","[160490.0, 8414120.0, 454140.0, 8664600.0]","[171590.0, 8469370.0, 466410.0, 8720090.0]",-13.370616600297227,48.98390164767875,EPSG:32739
EMSR352_9_39RTP_x223945_y3373925_S1RTC,2019-02-17T14:51:13.748639Z,2019-03-01T14:51:13.824681Z,2019-04-12T14:50:09.247838Z,2019-05-08T02:47:08.836496Z,"[615070.0, 3343390.0, 902430.0, 3561500.0]","[614970.0, 3343370.0, 902330.0, 3561490.0]","[646300.0, 3174320.0, 934820.0, 3418810.0]","[66440.0, 3212340.0, 353210.0, 3430870.0]",30.454688363260654,48.13843945004162,EPSG:32638
EMSR265_23_31TDN_x460245_y5284045_S1RTC,2017-12-13T06:07:51.161540Z,2018-01-15T17:39:34.536572Z,2018-01-27T17:39:34.106934Z,2018-02-24T05:58:43.086859Z,"[172610.0, 5176730.0, 467120.0, 5395830.0]","[342410.0, 5172570.0, 625660.0, 5382680.0]","[342370.0, 5172560.0, 625620.0, 5382670.0]","[340720.0, 5245120.0, 633170.0, 5457740.0]",47.697168263898995,2.487144764806173,EPSG:32631
EMSR203_3_15SVB_x470825_y4136315_S1RTC,2017-03-04T00:12:13.228118Z,2017-04-21T00:12:14.921848Z,2017-05-03T00:12:15.533614Z,2017-05-15T00:12:16.157203Z,"[316230.0, 4013640.0, 598760.0, 4223900.0]","[316210.0, 4013660.0, 598710.0, 4223930.0]","[316200.0, 4013660.0, 598700.0, 4223920.0]","[316240.0, 4013690.0, 598730.0, 4223940.0]",37.36165758329663,-93.31506553358915,EPSG:32615
EMSR773_6_31TBE_x778575_y4483825_S1RTC,2024-09-26T06:02:19.086602Z,2024-10-08T06:02:20.071271Z,2024-11-07T17:55:13.333674Z,2024-12-13T17:55:11.277709Z,"[161940.0, 4319010.0, 455320.0, 4537030.0]","[161670.0, 4319010.0, 455070.0, 4537060.0]","[148828.7539171437, 4551625.3012326, 430718.7539171437, 4346115.3012326]","[148872.59479946145, 4551612.7944616275, 430802.5947994614, 4346112.7944616275]",40.446524201370174,0.29978298332215403,EPSG:32631
EMSR774_1_15QTV_x208745_y1999535_S1RTC,2024-08-30T12:18:46.124867Z,2024-10-08T00:32:14.722438Z,2024-11-01T00:32:11.576689Z,2024-11-13T00:32:13.596598Z,"[628650.0, 1834170.0, 911880.0, 2068800.0]","[87160.0, 1861750.0, 370320.0, 2074410.0]","[87430.71495338136, 2054839.88781602, 366480.71495338134, 1843339.88781602]","[83945.64912484957, 2074703.3465677279, 372225.6491248496, 1861983.3465677279]",18.053554960398863,-95.7391897234196,EPSG:32614
EMSR434_5_58KGG_x794015_y8170145_S1RTC,2020-02-24T07:13:02.698696Z,2020-03-17T18:21:01.422734Z,2020-04-10T18:21:01.854004Z,2020-05-04T18:21:03.023617Z,"[137060.0, 8016990.0, 429870.0, 8271520.0]","[642450.0, 8027750.0, 934740.0, 8278800.0]","[642550.0, 8027810.0, 934850.0, 8278790.0]","[642550.0, 8027880.0, 934830.0, 8278780.0]",-16.543888170507824,167.766640317842,EPSG:32759
EMSR397_1_31TCG_x346235_y4629625_S1RTC,2019-09-10T06:09:35.461486Z,2019-10-05T17:55:19.323742Z,2019-10-29T17:55:19.291292Z,2019-11-28T06:01:34.735327Z,"[543310.0, 4575340.0, 824050.0, 4781040.0]","[123430.0, 4514280.0, 406370.0, 4718440.0]","[123580.0, 4514270.0, 406560.0, 4718420.0]","[195500.0, 4485520.0, 488220.0, 4702830.0]",41.7923553937635,1.1647154318543405,EPSG:32630
EMSR203_3_15SVB_x440105_y4131195_S1RTC,2017-03-04T00:12:13.228118Z,2017-04-21T00:12:14.921848Z,2017-05-03T00:12:15.533614Z,2017-05-15T00:12:16.157203Z,"[316230.0, 4013640.0, 598760.0, 4223900.0]","[316210.0, 4013660.0, 598710.0, 4223930.0]","[316200.0, 4013660.0, 598700.0, 4223920.0]","[316240.0, 4013690.0, 598730.0, 4223940.0]",37.314076730731365,-93.66155590368658,EPSG:32615
